"venue_id","venue_name","venue_address","venue_city","venue_state","venue_country","venue_postal_code","venue_latitude","venue_longitude","seatmap_url","parking_info","current_date"
"KovZpZAdJalA","The Palace Theatre Albany","19 Clinton Ave","Albany","NY","US","12207","42.654511","-73.750175","https://mapsapi.tmol.io/maps/geometry/3/event/000060B5F0FC9232/staticImage?type=png&systemId=HOST","Convenient parking for Palace Theatre shows and events is available at the Quackenbush Garage located just off Broadway at 25 Orange Street, 2 blocks from the Palace Theatre. Parking at the Quackenbush Garage is subject to fees. The Quackenbush Garage is a 24/7 parking location with accessibility compliant spaces. For information on specific event parking rates, please visit: www.parkalbany.com/events . There is also street parking in the city of Albany available for free on weekends and after 5pm on weekdays.","2024-10-22"
"KovZpZA7klAA","House of Blues Las Vegas ","3950 Las Vegas Blvd","Las Vegas","NV","US","89119","36.087535","-115.174742","https://mapsapi.tmol.io/maps/geometry/3/event/17006116DF775B91/staticImage?type=png&systemId=HOST","Guests are able to use the Hotel Parking when attending shows. House of Blues, Las Vegas does not operate these parking lots and does not set the prices. Additionally, ParkWhiz has offers other easy and reliable options.","2024-10-22"
"KovZpaKoXe","Fox Theater - Oakland","1807 Telegraph Ave","Oakland","CA","US","94612","37.8077176","-122.2700597","https://mapsapi.tmol.io/maps/geometry/3/event/1C0060D8A2802020/staticImage?type=png&systemId=HOST","There is plenty of street parking near the Fox Theater and several nearby parking garages available to the public. Douglas Parking 18th Street & Telegraph Oakland, CA 94612 (510) 444-7412‎ Ace Parking 1611 Telegraph Avenue Oakland, CA 94612 (510) 268-9676‎ Central Parking System 1624 Franklin St # 1110 Oakland, CA 94612 (510) 832-7227‎","2024-10-22"
"KovZpZAFdE6A","UIC Dorin Forum","725 W Roosevelt Rd","Chicago","IL","US","60607","41.8670816","-87.6461643","https://mapsapi.tmol.io/maps/geometry/3/event/04006149C6BE2A77/staticImage?type=png&systemId=HOST","Parking lots are located: Roosevelt Road entering on Morgan Street Maxwell Street & Halsted Street Taylor Street & Halsted Street","2024-10-22"
"KovZpZA1tn1A","The Loft","1374 West Peachtree St.","Atlanta","GA","US","30309","33.7918926","-84.3877907","https://mapsapi.tmol.io/maps/geometry/3/event/0E006123CF9B529C/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpZA1lJ7A","Vinyl","1374 West Peachtree St","Atlanta","GA","US","30309","33.7918926","-84.3877907","https://mapsapi.tmol.io/maps/geometry/3/event/0E00611CC04864CA/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpZAE617A","Footprint Center","201 East Jefferson Street","Phoenix","AZ","US","85004","33.445899","-112.071313","https://mapsapi.tmol.io/maps/geometry/3/event/190060A3E0EB41E4/staticImage?type=png&systemId=HOST","Adjacent parking structure at 1st and Madison. Many other parking lots and structures within a 10 minute walk of Footprint Center. Prices vary by event. Parking and Direction hotline (602)514-8472","2024-10-22"
"KovZpZAJvIeA","The Wellmont Theater","5 Seymour Street","Montclair","NJ","US","07042","40.8124988","-74.2165153","https://mapsapi.tmol.io/maps/geometry/3/event/020060EC9B43296E/staticImage?type=png&systemId=HOST","https://wellmonttheater.com/contact/","2024-10-22"
"KovZpZA11JtA","Paradise Rock Club presented by Citizens","967 Commonwealth Avenue","Boston","MA","US","02215","42.3518332","-71.1195379","https://mapsapi.tmol.io/maps/geometry/3/event/010060BFF78BA136/staticImage?type=png&systemId=HOST","Limited street parking only.","2024-10-22"
"KovZpZAE6k6A","The Cynthia Woods Mitchell Pavilion presented by Huntsman","2005 Lake Robbins Dr","The Woodlands","TX","US","77380","30.16190839","-95.46435087","https://mapsapi.tmol.io/maps/geometry/3/event/3A0060F9B74F529E/staticImage?type=png&systemId=HOST","Prepaid Preferred Parking in the Gold Lot Parking Garage off Six Pines South is available from Ticketmaster by phone at 800-745-3000 or www.ticketmaster.com (these parking passes go OFF sale by phone/online 10 days before show date) or at any Ticketmaster Ticket Center including select, Walmart, Fiesta, and HEB stores until the day of the show, subject to availability. There is no free accessible parking in the garage. Free accessible parking is available on a 1st come basis in the adjacent gold lot with accessible plates or placards. Free Parking is available within walking distance to the facility off of Grogans Mill Rd. and Timberloch Pl. For sold out performances parking could be limited.","2024-10-22"
"KovZpZAE6k6A","The Cynthia Woods Mitchell Pavilion presented by Huntsman","2005 Lake Robbins Dr","The Woodlands","TX","US","77380","30.16190839","-95.46435087","https://mapsapi.tmol.io/maps/geometry/3/event/3A0060FEA35D4EDF/staticImage?type=png&systemId=HOST","Prepaid Preferred Parking in the Gold Lot Parking Garage off Six Pines South is available from Ticketmaster by phone at 800-745-3000 or www.ticketmaster.com (these parking passes go OFF sale by phone/online 10 days before show date) or at any Ticketmaster Ticket Center including select, Walmart, Fiesta, and HEB stores until the day of the show, subject to availability. There is no free accessible parking in the garage. Free accessible parking is available on a 1st come basis in the adjacent gold lot with accessible plates or placards. Free Parking is available within walking distance to the facility off of Grogans Mill Rd. and Timberloch Pl. For sold out performances parking could be limited.","2024-10-22"
"KovZ917A3Y7","The Anthem","901 Wharf St SW","Washington","DC","US","20024","38.880099","-77.026165","https://mapsapi.tmol.io/maps/geometry/3/event/150060B799CA1BE5/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpZAEAEtA","The Paramount","370 New York Ave","Huntington","NY","US","11743","40.86969685","-73.42591099","https://mapsapi.tmol.io/maps/geometry/3/event/000060EC982F1D96/staticImage?type=png&systemId=HOST","For parking information please visit : paramountny.com","2024-10-22"
"KovZpZAEkedA","The Fillmore Miami Beach at Jackie Gleason Theater","1700 Washington Ave","Miami Beach","FL","US","33139","25.792917","-80.13314","https://mapsapi.tmol.io/maps/geometry/3/event/0D0060AFB2652235/staticImage?type=png&systemId=HOST","VALET - $35.00 plus gratuity - Entrance is on Washington Ave. Pull into the circle driveway (Jackie Gleason Dr) to the valet stand. Valet opens approximately 2.5 hours prior to show scheduled start time and closes after the show concludes. Valet is open for most ticketed concerts on the main stage, however valet parking may not be available for all events at The Fillmore Miami Beach. Please check directly with the venue a few days prior to the scheduled event. There are large municipal parking garages located nearby. Prices vary from one lot to the next. Download the ParkMe app for free to help in finding open lots, pricing and availability! On street parking is also available in some areas nearby. Please pay close attention to any parking restrictions.","2024-10-22"
"KovZpZAE6eJA","Fillmore Auditorium (Denver)","1510 Clarkson","Denver","CO","US","80218","39.740611","-104.977194","https://mapsapi.tmol.io/maps/geometry/3/event/1E006110B02359B3/staticImage?type=png&systemId=HOST","Street parking & paid lots. Arrive Early. Paid lots not affiliated with Fillmore.","2024-10-22"
"KovZpZAEAltA","House of Blues San Diego","1055 5th Avenue","San Diego","CA","US","92101","32.7163734","-117.16008559","https://mapsapi.tmol.io/maps/geometry/3/event/0A0060FF994A2EB3/staticImage?type=png&systemId=HOST","Convenient and accessible parking is available locally. Please visit http://www.gaslamp.org/parking.pdf for a map of lot locations.","2024-10-22"
"KovZ917AJ5H","The Moroccan Lounge","901 E 1st Street","Los Angeles","CA","US","90012","34.04898","-118.23365","https://mapsapi.tmol.io/maps/geometry/3/event/090060EBE43DD332/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZ917AiMF","Wells Fargo Center","3601 South Broad St","Philadelphia","PA","US","19148","39.904551","-75.1736273","https://mapsapi.tmol.io/maps/geometry/3/event/30006129D1C94057/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpZAFFnaA","The St. Augustine Amphitheatre","1340C A1A South ","St Augustine","FL","US","32080","29.87558221","-81.2834879","https://mapsapi.tmol.io/maps/geometry/3/event/220060E99DB614B9/staticImage?type=png&systemId=HOST","There are two options for parking: paid onsite parking at the Amphitheatre Main Lot or free satellite parking at RB Hunt Elementary School Soccer Field and Anastasia State Park, both of which are within one mile of the venue. Onsite parking is $20.00 per parking spot and can be purchased online via Ticketmaster or at the Box Office. The free satellite parking does not require a ticket. Free shuttle services between the satellite parking areas and the Amphitheatre run continuously throughout the evening, beginning 45 minutes before gates and for 45 minutes after the event.","2024-10-22"
"KovZ917ACzf","Buffalo RiverWorks","359 Ganson St","Buffalo","NY","US","14203","42.869917","-78.872638","https://mapsapi.tmol.io/maps/geometry/3/event/000060EBCDEA83AF/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZ917AxnI","NOTO","1209 Vine Street","Philadelphia","PA","US","19107","39.957705","-75.159035","https://mapsapi.tmol.io/maps/geometry/3/event/0200614F241C7103/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpaFPje","Irving Plaza Powered By Verizon 5G","17 Irving Place","New York","NY","US","10003","40.734917","-73.9884469","https://mapsapi.tmol.io/maps/geometry/3/event/000060A8D9537A10/staticImage?type=png&systemId=HOST","Irving Plaza has partnered with ParkWhiz to offer easy and reliable options. Click here to book parking: https://www.parkwhiz.com/irving-plaza-parking/?utm_medium=LiveNation&utm_source=1269&utm_campaign=Web_LN_ParkingPage_VenueLink","2024-10-22"
"KovZpZAEkJeA","Hard Rock Live Orlando","6050 Universal Blvd","Orlando","FL","US","32819","28.473773","-81.468224","https://mapsapi.tmol.io/maps/geometry/3/event/2200612D890A1355/staticImage?type=png&systemId=HOST","Location: Universal Orlando parking structure (a 5-10 minutes walk) Charge: Varies","2024-10-22"
"KovZpa4tUe","Lynn Auditorium","3 City Hall Sq.","Lynn","MA","US","01901","42.46480942","-70.95121002","https://maps.ticketmaster.com/maps/geometry/3/event/010060CE1C84B625/staticImage?type=png&systemId=HOST","There are several parking options within a short distance of the Lynn Memorial Auditorium. For a map of area parking facilities, please visit http://lynnauditorium.com/directions.html","2024-10-22"
"KovZpZAEA6FA","Riverside Municipal Auditorium","3485 Mission Inn Ave","Riverside","CA","US","92501","33.9818337","-117.3712786","https://mapsapi.tmol.io/maps/geometry/3/event/0B006074A4F5174A/staticImage?type=png&systemId=HOST","Parking is available in a number of nearby City of Riverside lots and garages, as well as metered street parking. For additional parking inquiries, please visit https://riversideca.gov/parking/downtown-parking.","2024-10-22"
"KovZpZAJ67eA","American Airlines Center","2500 Victory Avenue","Dallas","TX","US","75219","32.79067196","-96.81081803","https://mapsapi.tmol.io/maps/geometry/3/event/0C0060D5B1FB3BE2/staticImage?type=png&systemId=HOST","Parking is located on site and the charges are: Blue Parking: $25-35 Comerica Garage: $25-35 The Lexus Garage: $25-35 Gold Garage: $65-99 (when available) Orange Lot: $35-$60 (when available) D Garage: $25-35 (when available). Parking passes may be purchased in advance at Ticketmaster.com, through ParkWhiz at ParkWhiz.com, or at the American Airlines Center website: AmericanAirlinesCenter.com. Limited availability is sold at the venue Box Office. If guests have not pre-purchased parking, some lots may be available to purchase upon arrival. All parking transactions are credit card and debit card only.","2024-10-22"
"KovZpZAJItIA","Minglewood Hall","1555 Madison Ave.","Memphis","TN","US","38104","35.137961","-90.01005","https://mapsapi.tmol.io/maps/geometry/3/event/1B00610C0F3D5BF5/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpZAdlFaA","Rialto Theatre-Tucson","318 Congress St","Tucson","AZ","US","85701","32.22193527","-110.96641541","https://mapsapi.tmol.io/maps/geometry/3/event/19006109C6DB2018/staticImage?type=png&systemId=HOST","Street parking only.","2024-10-22"
"KovZpZAEAIlA","House of Blues Chicago","329 N Dearborn St","Chicago","IL","US","60654","41.88811537","-87.62931962","https://maps.ticketmaster.com/maps/geometry/3/event/040060F7E147275A/staticImage?type=png&systemId=HOST","Valet parking available in the Marina City complex, located at the main entrance to the House of Blues. Reduced rate parking is offered to Foundation Room Members. Pre-Reserve nearby parking at: www.parkwhiz.com","2024-10-22"
"KovZpa2Xke","State Farm Arena","One State Farm Drive","Atlanta","GA","US","30303","33.757796","-84.394569","https://mapsapi.tmol.io/maps/geometry/3/event/0E0060D4F29D6E00/staticImage?type=png&systemId=HOST","State Farm Arena offers multiple parking options tailored to your needs. Reserve your spot now and save! STATE FARM DRIVE: The best parking, just steps from the arena. Located at 1 State Farm Dr, Atlanta, GA 30303. Less than a 1-minute walk. DIAMOND DECK: VIP parking with exclusive Player/Artist entrance. Located at 100 Lower Andrew Young International Dr, Atlanta, GA 30303. Less than a 1-minute walk. SAPPHIRE DECK: Prime location across the street from the arena. Located at 127 Centennial Olympic Park Dr. NW, Atlanta, GA 30303. Less than a 5-minute walk to arena. RUBY LOT: Easy & convenient arena access. Located below street level. Enter at 199 Alabama St. SW, Atlanta, GA 30303. Less than a 5-minute walk to arena. All lots and decks are covered, except for State Farm Drive parking, which is uncovered. All lots and decks offer ADA parking. Prices vary by event.","2024-10-22"
"KovZ917APg3","The Andrew J Brady Music Center","25 Race Street","Cincinnati","OH","US","45202","39.09674","-84.51345","https://maps.ticketmaster.com/maps/geometry/3/event/160060E99D891FF0/staticImage?type=png&systemId=HOST","The Andrew J Brady ICON Music Center is within walking distance to several parking lots, the Central Riverfront Garage, and the Cincinnati Bell Connector.","2024-10-22"
"KovZ917AxnI","NOTO","1209 Vine Street","Philadelphia","PA","US","19107","39.957705","-75.159035","https://mapsapi.tmol.io/maps/geometry/3/event/0200614D28B379C4/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZ917A967","The Echo","1822 W Sunset Blvd","Los Angeles","CA","US","90026","34.077729","-118.260108","https://mapsapi.tmol.io/maps/geometry/3/event/09006124AFBF1E59/staticImage?type=png&systemId=HOST","There is ample street parking in the area and most meters end at 9pm if not earlier. Public lots within walking distance of the venues located off of Sunset Blvd & Lemoyne. You can go to http://parkinginla.lacity.org/, click “Central”, find Lot 643, 662, 663, 676, 679.","2024-10-22"
"KovZpZAEAltA","House of Blues San Diego","1055 5th Avenue","San Diego","CA","US","92101","32.7163734","-117.16008559","https://mapsapi.tmol.io/maps/geometry/3/event/0A0060FE99DF25B3/staticImage?type=png&systemId=HOST","Convenient and accessible parking is available locally. Please visit http://www.gaslamp.org/parking.pdf for a map of lot locations.","2024-10-22"
"KovZ917AP1r","Wally's","144 Ashworth Avenue","Hampton","NH","US","03842","42.904746","-70.814375","https://mapsapi.tmol.io/maps/geometry/3/event/01006116BCEE5696/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpZA6AJ7A","The Pageant","6161 Delmar","Saint Louis","MO","US","63112","38.655624","-90.297912","https://mapsapi.tmol.io/maps/geometry/3/event/0600610FC7798098/staticImage?type=png&systemId=HOST","Free parking as well as street parking is available throughout the surrounding area. Please note that not all private lots allow public parking and St. Louis City parking laws do apply.","2024-10-22"
"KovZpZAEAFdA","South Side Ballroom","1135 Botham Jean Blvd","Dallas","TX","US","75215","32.76931197","-96.79808128","https://mapsapi.tmol.io/maps/geometry/3/event/0C00612D912C2E79/staticImage?type=png&systemId=HOST","Convenient cash parking lots located adjacent to the South Side Ballroom.","2024-10-22"
"KovZpZAanIIA","FAMU Al Lawson Jr. Multipurpose Center","1800 Wahnish Way","Tallahassee","FL","US","32307","30.4258751","-84.2896713",,"Location : on site Charge : varies per event","2024-10-22"
"KovZpZAEAEeA","Emo's Austin","2015 E Riverside Dr.","Austin","TX","US","78741","30.239574","-97.728048","https://mapsapi.tmol.io/maps/geometry/3/event/3A006106CDE82CD6/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZ917At_0","Steelhouse Omaha","1100 Dodge St","Omaha","NE","US","68102","41.260143","-95.931222","https://mapsapi.tmol.io/maps/geometry/3/event/200060E9F9F2225D/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpZAE6eJA","Fillmore Auditorium (Denver)","1510 Clarkson","Denver","CO","US","80218","39.740611","-104.977194","https://mapsapi.tmol.io/maps/geometry/3/event/1E0060FAAA414C4F/staticImage?type=png&systemId=HOST","Street parking & paid lots. Arrive Early. Paid lots not affiliated with Fillmore.","2024-10-22"
"KovZpZAEAFdA","South Side Ballroom","1135 Botham Jean Blvd","Dallas","TX","US","75215","32.76931197","-96.79808128","https://mapsapi.tmol.io/maps/geometry/3/event/0C0060C3FB0D2FB7/staticImage?type=png&systemId=HOST","Convenient cash parking lots located adjacent to the South Side Ballroom.","2024-10-22"
"KovZpZAJelvA","SAP Center at San Jose","525 W Santa Clara","San Jose","CA","US","95113","37.3329688","-121.9045755","https://mapsapi.tmol.io/maps/geometry/3/event/1C0060D2D2D52EE7/staticImage?type=png&systemId=HOST","There are a limited number of parking spaces available on site. The prices vary from $15.00 to $25.00. There are also many public and private lots situated near the Arena. The attendants accept only cash. Parking is also available outside of the Arena. Sorry, no RV parking available.","2024-10-22"
"KovZpZAEkAnA","North Charleston Performing Arts Center","5001 Coliseum Drive","North Charleston","SC","US","29418","32.8674834","-80.0212533","https://mapsapi.tmol.io/maps/geometry/3/event/2D00612C8B1D8CEB/staticImage?type=png&systemId=HOST","Parking for the North Charleston Coliseum, Performing Arts, and Convention Center: Please enter the parking lots off of Montague Avenue. Parking is $10 per vehicle.","2024-10-22"
"KovZpZAIvlIA","The Cambridge Room at House Of Blues","2200 N Lamar St","Dallas","TX","US","75202","32.785033","-96.80825","https://mapsapi.tmol.io/maps/geometry/3/event/0C0061330D905B9F/staticImage?type=png&systemId=HOST","Convenient and accessible parking is available locally.","2024-10-22"
"KovZpZAt7E1A","Encore at Uptown Theater","3700 Broadway","Kansas City","MO","US","64111","39.061132","-94.590737","https://mapsapi.tmol.io/maps/geometry/3/event/060060E2B21F2325/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpZA11JtA","Paradise Rock Club presented by Citizens","967 Commonwealth Avenue","Boston","MA","US","02215","42.3518332","-71.1195379","https://mapsapi.tmol.io/maps/geometry/3/event/010060A8E6277E33/staticImage?type=png&systemId=HOST","Limited street parking only.","2024-10-22"
"KovZ917AxrJ","The Senate","1022 Senate Street","Columbia","SC","US","29201","33.999024","-81.035393","https://mapsapi.tmol.io/maps/geometry/3/event/2D00610908F5A100/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpZAEkAvA","Yuengling Center","4202 East Fowler Ave","Tampa","FL","US","33620","28.0587114","-82.4154987","https://mapsapi.tmol.io/maps/geometry/3/event/0D0060AFF1E331C8/staticImage?type=png&systemId=HOST","Parking is located on site. Prices vary per event.","2024-10-22"
"KovZ917ANwG","Moody Center ATX","2001 Robert Dedman Drive","Austin","TX","US","78712","30.280735","-97.730837","https://mapsapi.tmol.io/maps/geometry/3/event/3A0060D331BA77BF/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZ917A0Wp","Savannah Civic Center - Johnny Mercer Theatre","301 West Oglethorpe Avenue","Savannah","GA","US","31401","32.0784855","-81.0977944","https://maps.ticketmaster.com/maps/geometry/3/event/0E0060D9B5DD2189/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZ917AOr1","Brown County Music Center","200 Maple Leaf Boulevard","Nashville","IN","US","47448","39.197639","-86.238487","https://mapsapi.tmol.io/maps/geometry/3/event/050060CC984C7260/staticImage?type=png&systemId=HOST","Preferred Parking $20.00 (Paved lot, Lined spaces, Close to the venue) General Parking $10.00 (Gravel Lot, First come, First served)","2024-10-22"
"KovZpZAFF1tA","Center Stage Theater","1374 W Peachtree St. NW","Atlanta","GA","US","30309","33.7918926","-84.3877907","https://mapsapi.tmol.io/maps/geometry/3/event/0E006117DE986443/staticImage?type=png&systemId=HOST","Elite Parking (garage underneath venue) $10.00","2024-10-22"
"KovZpZAE7IJA","Iron City","513 22nd Street South","Birmingham","AL","US","35233","33.508899","-86.797919","https://mapsapi.tmol.io/maps/geometry/3/event/2000610CBA1E1364/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpZAEAktA","The Fillmore Detroit","2115 Woodward (Next To the Fox)","Detroit","MI","US","48201","42.4605914","-83.2129839","https://mapsapi.tmol.io/maps/geometry/3/event/080060F8DFC63D11/staticImage?type=png&systemId=HOST","We have partnered with ParkWhiz to offer easy and reliable parking options! Visit https://www.parkwhiz.com/the-fillmore-detroit-parking/?utm_medium=LiveNation&utm_source=1269&utm_campaign=Web_LN_ParkingPage_VenueLink to book your Fillmore Detroit parking.","2024-10-22"
"KovZ917A3Y7","The Anthem","901 Wharf St SW","Washington","DC","US","20024","38.880099","-77.026165","https://mapsapi.tmol.io/maps/geometry/3/event/150060D49A1B2E88/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpZAFAlIA","Florence Center","3300 West Radio Drive","Florence","SC","US","29501","34.185189","-79.837325","https://maps.ticketmaster.com/maps/geometry/3/event/2D0060CE866E2DB9/staticImage?type=png&systemId=HOST","Free parking located on the upper and lower levels.","2024-10-22"
"KovZpZAJE7kA","Sames Auto Arena","6700 Arena Blvd.","Laredo","TX","US","78041","27.558251","-99.450153","https://mapsapi.tmol.io/maps/geometry/3/event/3A0060BC2B5069AC/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZ917APep","Brooklyn Bowl Nashville","925 3rd Ave N","Nashville","TN","US","37201","36.173214","-86.783632","https://mapsapi.tmol.io/maps/geometry/3/event/1B006125F6383B6B/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpa3tGe","The Joy Theater","1200 Canal Street","New Orleans","LA","US","70112","29.95600891","-90.07397461","https://mapsapi.tmol.io/maps/geometry/3/event/1B00610DCDFB764C/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZ917AQBC","The Sylvee","25 S. Livingston Street","Madison","WI","US","53703","43.080888","-89.374566","https://mapsapi.tmol.io/maps/geometry/3/event/070060CCE3A3392A/staticImage?type=png&systemId=HOST","South Livingston Street Garage - across the street. 111 S Livingston St, Madison, WI 53703 $8-$10 event parking. There is also plenty of free street parking in the area surrounding The Sylvee. Some street parking has an unmetered 2 hour limit so pay attention to signs. The Sylvee is also about a 10 minute walk from the nearest parking ramps located around Capitol Square.","2024-10-22"
"KovZ917Amhj","Punch Line Philly Callback Bar","33 E Laurel Street","Philadelphia","PA","US","19123","39.96545508","-75.1352","https://mapsapi.tmol.io/maps/geometry/3/event/020060C5CE1B88CF/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZ917AtLX","Uptown Theater Minneapolis","2900 Hennepin Ave","Minneapolis","MN","US","55408","44.94922","-93.29845","https://mapsapi.tmol.io/maps/geometry/3/event/060061108BD45F21/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpZAJEFJA","Germania Insurance Amphitheater","9201 Circuit of the Americas Blvd.","Austin","TX","US","78617","30.13538","-97.63801","https://mapsapi.tmol.io/maps/geometry/3/event/3A0060F8AB4A4DEC/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpaKk0e","The Parish At House of Blues New Orleans","225 Decatur Street","New Orleans","LA","US","70130","29.9531499","-90.0661687","https://mapsapi.tmol.io/maps/geometry/3/event/1B0060E8CA595F41/staticImage?type=png&systemId=HOST","Discount, Validated parking is available at Canal Place - Wyndham Hotel parking garage","2024-10-22"
"KovZpZAFkJlA","Pensacola Saenger Theatre","118 S Palafox","Pensacola","FL","US","32501","30.4114288","-87.2150604","https://mapsapi.tmol.io/maps/geometry/3/event/1B00611FB19D50BD/staticImage?type=png&systemId=HOST","Parking is located along Palafox, parking garage on Jefferson (one block over).","2024-10-22"
"KovZ917A887","The Van Buren","Van Buren","Phoenix","AZ","US","85003","33.451085","-112.079228","https://mapsapi.tmol.io/maps/geometry/3/event/19006107B23F19EC/staticImage?type=png&systemId=HOST","There is no on-site parking at The Van Buren, however we have partnered with ParkWhiz to offer easy and reliable options in the area. Visit www.thevanburenphx.com/visit to book parking. Additionally, there is limited metered street parking and nearby lots that offer paid parking. Paid parking fills up quickly, so we recommend using Light Rail, Rideshare, or other transportation when possible.","2024-10-22"
"KovZpZAt6ndA","191 Toole","191 E Toole Ave","Tucson","AZ","US","85701","32.225101","-110.969001","https://mapsapi.tmol.io/maps/geometry/3/event/19006139B4A42777/staticImage?type=png&systemId=HOST","Street parking only.","2024-10-22"
"KovZ917AGff","Constellation Room","3503 South Harbor Boulevard","Santa Ana","CA","US","92704","33.699879","-117.917493","https://mapsapi.tmol.io/maps/geometry/3/event/0900611DBB01464B/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZ917A887","The Van Buren","Van Buren","Phoenix","AZ","US","85003","33.451085","-112.079228","https://mapsapi.tmol.io/maps/geometry/3/event/190060BCE5C1317F/staticImage?type=png&systemId=HOST","There is no on-site parking at The Van Buren, however we have partnered with ParkWhiz to offer easy and reliable options in the area. Visit www.thevanburenphx.com/visit to book parking. Additionally, there is limited metered street parking and nearby lots that offer paid parking. Paid parking fills up quickly, so we recommend using Light Rail, Rideshare, or other transportation when possible.","2024-10-22"
"KovZ917APwH","713 Music Hall","401 Franklin Street","Houston","TX","US","77201","29.76539","-95.36416","https://mapsapi.tmol.io/maps/geometry/3/event/3A00612C09B58331/staticImage?type=png&systemId=HOST","Limited on-site parking for the POST building including 713 Music Hall. PSS and VIP parking located at entrance on Franklin and Congress. Rideshare is encouraged. Street parking is free after 6pm; there are parking garages/lots near the venue. Including but not limited to, Theater District Garage on Rusk and Lyric Garage on Preston. Credit cards only for on-site parking.","2024-10-22"
"KovZpZAEAkvA","Old National Centre","502 N. New Jersey","Indianapolis","IN","US","46204","39.77464676","-86.15145874","https://maps.ticketmaster.com/maps/geometry/3/event/050060E9C4B22CB6/staticImage?type=png&systemId=HOST","Premier Parking is available at all points of purchase for $20. The Old National Centre parking lot is available first come, first serve. Ample parking is also available along streets as well as adjacent parking lots.","2024-10-22"
"KovZpZA7eJkA","Music Farm","32 Ann Street","Charleston","SC","US","29403","32.790188","-79.938335","https://maps.ticketmaster.com/maps/geometry/3/event/2D0060ECCB6E683F/staticImage?type=png&systemId=HOST","Public lots available near venue.","2024-10-22"
"KovZ917APep","Brooklyn Bowl Nashville","925 3rd Ave N","Nashville","TN","US","37201","36.173214","-86.783632","https://mapsapi.tmol.io/maps/geometry/3/event/1B006116DBA5B073/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpZA6AEIA","Spectrum Center ","333 East Trade Street","Charlotte","NC","US","28202","35.225222","-80.839921","https://mapsapi.tmol.io/maps/geometry/3/event/2D0060D3B0A1529F/staticImage?type=png&systemId=HOST","Location: None. There are approx. 30,000 parking spaces within a 15 minute walk of Spectrum Center. Prices vary by lot.","2024-10-22"
"KovZpZAEAF7A","House of Blues Dallas ","2200 N Lamar St","Dallas","TX","US","75202","32.78521325","-96.80851279","https://mapsapi.tmol.io/maps/geometry/3/event/0C006109C3F24A5E/staticImage?type=png&systemId=HOST","Convenient and accessible parking is available locally.","2024-10-22"
"KovZpZA1tn1A","The Loft","1374 West Peachtree St.","Atlanta","GA","US","30309","33.7918926","-84.3877907","https://mapsapi.tmol.io/maps/geometry/3/event/0E00611AC6DB4F63/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpZAJIedA","The Ritz","2820 Industrial Drive","Raleigh","NC","US","27609","35.815896","-78.619991","https://maps.ticketmaster.com/maps/geometry/3/event/2D0060EC93CC2982/staticImage?type=png&systemId=HOST","Parking surrounds the venue and can be purchased for $14 on a credit card. We do not allow overnight parking.","2024-10-22"
"KovZ917APg3","The Andrew J Brady Music Center","25 Race Street","Cincinnati","OH","US","45202","39.09674","-84.51345","https://mapsapi.tmol.io/maps/geometry/3/event/1600610C72D41058/staticImage?type=png&systemId=HOST","The Andrew J Brady ICON Music Center is within walking distance to several parking lots, the Central Riverfront Garage, and the Cincinnati Bell Connector.","2024-10-22"
