"event_id","venue_id","segment_id","genre_id","subgenre_id","type_id","subtype_id","promoter_id","box_office_phone_number","box_office_open_hours","box_office_accepted_payment","box_office_will_call_detail","min_price","max_price","average_price","price_currency","event_date","sales_duration_days","event_sales_start_date","event_sales_end_date","current_date"
"vv17OZb8GkDdzxEC","KovZpZAFAE1A","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","494","(313) 309-4700 Group Sales - Customers needing Group Sales of 9 or more seating can contact the group sales hotline by calling (313) 309-4614.","Sound Board Box Office Schedule beginning September 11, 2024: Hours: Wednesdays: 3pm-8pm Friday: 5pm-9pm Saturday: 3pm-8pm Sunday: 11am-4pm **Event Days at 3pm As a reminder, tickets can be purchased 27/7 at Ticketmaster.com","MasterCard, Visa, Discover, American Express, and Cash.","Tickets are available at the Box Office four hours prior to the show. Will Call is located at the Box Office. Ticketmaster confirmation number and the credit card under which the order was placed, with your valid photo identification are required for will-call ticket pick-up.","48.0","60.0","54.0","USD","2024-10-19 00:00:00.000","57","2024-08-22 14:00:00.000","2024-10-19 00:00:00.000","2024-10-16"
"vv1A8v-7aGAG4AD5","KovZpa2gGe","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ",,"General Information Number: (401) 331-0700 Box Office Number: (401) 331-6700 Group Sales: Contact Providence Sports + Entertainment at (401) 273-5000","Box Office Hours Monday through Friday 9am until 5pm Open weekends and evenings for events only.","Cash, Visa, MC, Discover. American Express","Pick-up tickets one hour prior to show at the ""will call"" window in the main lobby. Customers must present the actual credit card used to place the order, a photo i.d., and the order number.","45.0","139.0","92.0","USD","2024-10-19 00:00:00.000","56","2024-08-23 14:00:00.000","2024-10-19 02:00:00.000","2024-10-16"
"vvG1FZbG2-EAZO","KovZpZAEAIaA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","(215) 922-1011","2 hours prior to doors on show nights only","Cash, VISA, Mastercard & AMEX","Located in Front Lobby. Customer needs to bring purchasing credit card, photo ID and confirmation number to pick up tickets.","30.0","30.0","30.0","USD","2024-10-19 00:00:00.000","133","2024-06-07 14:00:00.000","2024-10-19 00:00:00.000","2024-10-16"
"vvG1VZb5BOG3kc","KovZpZAEAFAA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","(305) 358-7550 General Park Information VIP SEATING PACKAGES: please call 1.888.MY-LN-TIX","For the safety of our employees and guests, the box office will be closed until further notice. Please keep checking back here for updates as to when we re-open. We appreciate your understanding.","Cash, American Express, Visa, Mastercard, Discover. Matching Photo ID required with all credit card purchases.","Location: Box Office Available day of show only from 3pm. Guest needs order number, purchasing credit card and matching photo ID.","39.5","199.5","119.5","USD","2024-10-19 00:00:00.000","126","2024-06-14 14:00:00.000","2024-10-19 02:00:00.000","2024-10-16"
"G5vzZbCwGY-xd","KovZpZAJeFkA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","To reach the venue, please call (303) 487-0111","Open during shows only.","Cash","Photo ID Required","18.0","18.0","18.0","USD","2024-10-19 01:00:00.000","91","2024-07-19 16:00:00.000","2024-10-19 03:00:00.000","2024-10-16"
"vvG10ZbC2BJJWt","KovZ917AGEf","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","675","714-778-BLUE (2583)","Due to the ongoing global pandemic, and to protect the health and safety of our guests and venue staff members, the box office At House of Blues Anaheim will be open Thursday- Friday 10AM - 6PM non show days and on-day-of-show only 10AM until 3 hours after doors. If you’d like to purchase tickets, please visit us at www.livenation.com. If you’re looking to obtain a refund for a show that was either canceled, postponed or rescheduled, please visit us at www.livenation.com/refund for more information. We look forward to seeing you at our next show at House of Blues Anaheim.","We accept Cash, VISA, Mastercard, American Express, and Discover. We do not accept personal checks.","Will call orders can be picked up directly at the Box Office. The original purchaser must bring their credit card and a valid form of identification in order to pick up any tickets. Will call tickets are only available for pick-up on the day of the scheduled event.","25.0","25.0","25.0","USD","2024-10-19 02:00:00.000","98","2024-07-12 17:00:00.000","2024-10-19 04:00:00.000","2024-10-16"
"17k8vOG6upfi-xZ","KovZpZAE617A","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","Northwest side of Footprint Center in the Pavilion.(602)379-7800 Suns Game Nights call (602)379-7867","The Footprint Center ticket office will be open at 3pm on weekday events and three (3) hours prior to event time for weekends. For any further questions or ticket inquiries, please reach out to feedback@suns.com or call the Footprint Center ticket office at (602) 379-7800.","The Footprint Center accepts the following methods of payment at the Box Office:VISA MASTERCARD DISCOVER AMERICAN EXPRESS CASH, PHX ARENA NO LONGER ACCEPTS CHECKS","The WILL CALL windows open two hours prior to events and are located on the Northwest side of the building in the Pavilion. WILL CALL PICK-UP: The Footprint Center requires that customers picking up WILL CALL tickets furnish the following: 1) PICTURE IDENTIFICATION THAT MATCHES THE PICK-UP NAME 2) CONFIRMATION NUMBER THAT MATCHES THE CUSTOMER ACCOUNT ALTERNATE WILL CALL PICK-UP: If another person, other than the person ordering and paying for the tickets, is picking up a WILL CALL order, the ALTERNATE PICK-UP name MUST be on the account. To get the alternate pick-up name noted on the account, the original purchaser MUST contact Ticketmaster at (1-800-745-3000), ask for customer service to verify account information and request alternate pick-up.","34.5","104.5","69.5","USD","2024-10-19 02:30:00.000","91","2024-07-19 17:00:00.000","2024-10-19 04:30:00.000","2024-10-16"
"vvG10ZbC9CIVLr","KovZ917Acq0","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","494",,"The box office will be open during all events. Tickets are always available via Ticketmaster or for customer service please email fanexperience@intuitdome.com or call 1-888-311-0231","Intuit Dome is a cashless venue. ONLY credit & debit cards are accepted for payment.","TBD","36.0","281.0","158.5","USD","2024-10-19 03:00:00.000","93","2024-07-17 17:00:00.000","2024-10-19 05:00:00.000","2024-10-16"
"vvG10ZbGzkzk_m","KovZpZAaaaEA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","494","951-755-5391",,"CASH,AMEX,VISA,MC,DSC","Sunday - Thrusday: 10am-6pm Friday - Saturday: 10am-10pm","49.0","69.0","59.0","USD","2024-10-19 03:00:00.000","92","2024-07-18 17:00:00.000","2024-10-19 03:00:00.000","2024-10-16"
"vv1AaZk7kGkdG6xZl","KovZ917AJ5H","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ",,,,,,"20.0","20.0","20.0","USD","2024-10-19 04:30:00.000","72","2024-08-07 19:00:00.000","2024-10-19 06:30:00.000","2024-10-16"
"1AvfZbaGkn95xix","KovZpZA7knFA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","494",,,,,"36.0","36.0","36.0","USD","2024-10-19 22:00:00.000","155","2024-05-17 16:00:00.000","2024-10-20 00:00:00.000","2024-10-16"
"G5eVZbCT_AANQ","KovZ917ARXn","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","494","Advance Information Line (automated): 336-373-7474 Administrative Offices: 336-373-7400 Group Sales: 336-373-2632","Thursday-Saturday: 12:00pm-5:00pm Arena box office is open 2 hours prior to event time. For events with ticket sold only at the door, box office opens 30 minutes before doors open","Visa, MasterCard & American Express","There is a dedicated will call window at the Plaza Box Office","79.5","199.5","139.5","USD","2024-10-19 23:30:00.000","56","2024-08-24 14:00:00.000","2024-10-20 00:30:00.000","2024-10-16"
"k7vGFb3l6MPCw","KovZpZAF6knA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ",,"(518) 487-2000","Box Office is located on the Market Street side of the venue. Hours Monday-Friday 10AM - 4PM Saturday - Sunday: Ticketed event days only The Box Office will be open later and on weekends beginning at 2pm if there is a ticketed event. Change of standard hours will be posted on our Facebook page. We recommend checking there first before heading here.","Cash, Visa, MC, AMEX & Discover. No Checks accepted at Box Office","Will Call is located at main Box Office. Customers can pick up any time/day prior to event","35.0","125.0","80.0","USD","2024-10-19 23:30:00.000","36","2024-09-13 14:00:00.000","2024-10-20 01:30:00.000","2024-10-16"
"17A8vOG620sZ695","KovZpZA6tFlA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653",,"The Box Office is open 2 hours prior to general admission doors for every event. Wednesday-Friday the Box Office opens at 2pm if there is an event that night.","The Fillmore Silver Spring is a cashless venue. Visa, Mastercard, American Express, Discover, and Apple Pay are all accepted. There is a cash to card ATM located inside the venue.","Will Call tickets can be picked up from the Box Office.","41.0","41.0","41.0","USD","2024-10-20 00:00:00.000","78","2024-08-02 14:00:00.000","2024-10-20 02:00:00.000","2024-10-16"
"G5eVZbGSaS6qU","KovZpZA7eJkA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","172","843-408-1599","Thursday & Friday 10am to 3pm Box Office Located at Charleston Music Hall (37 John St.) Day of Event: One hour before doors open","American Express, Discover, Mastercard, Visa","Will Call Window Located on Ann Street Day of Event: One hour before doors open PLEASE BRING A PICTURE ID, THE ACTUAL CREDIT CARD USED TO PURCHASE THE TICKETS, AND YOUR ORDER NUMBER.","35.0","35.0","35.0","USD","2024-10-20 00:00:00.000","120","2024-06-21 14:00:00.000","2024-10-20 01:00:00.000","2024-10-16"
"G5eVZbK2L9I9t","KovZpZAEkeIA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","675","To contact House of Blues, please call 843-272-3000","Service Hours: Varies by season: Call (843) 272-3000 / Choose option 1, then option 2 to speak to the Box Office. The Box Office is located past the wrought iron gate inside the courtyard. (Blue neon signage on roof).","Cash, Visa, MC, AMX, DSC, House Of Blues Gift Certificates","Available at the Ticket Office, beginning at 11am on the day of the show and up until a half hour before the show is over. Will call ticket can only be picked up by the cardholder. Customer must present the actual Credit Card used for the purchase, their Photo ID and confirmation number in order to receive tickets.","4.0","80.0","42.0","USD","2024-10-20 00:00:00.000","26","2024-09-23 16:00:00.000","2024-10-20 02:00:00.000","2024-10-16"
"k7vGFborJdQoW","KovZpa6Vxe","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","494","NJPAC Customer Service: 1-973-297-5843 Monday - Friday, 12pm to 6pm Groups of 9 or more: 1-888-696-5722 Monday - Friday, 9am - 5pm","Box Office is open 12pm to 6pm Tuesday through Friday, 12pm to 4pm Saturday, and closed Sunday and Monday. Box Office remains open after posted closing times on performance evenings until the end of the first intermission or thirty minutes after the start of performances when there are no intermissions. Box Office opens three hours before curtain time on Monday & Sunday when performances are scheduled on those days of the week, and closes at end of first intermission or thirty minutes after the start of performances when there are no intermissions.","Cash, Visa, MasterCard, Discover, American Express","Will call is located at the box office. Will call is open whenever the box office is open. (When VIP package tickets are offered, these may available at will call only on the day of the performance.)","49.0","99.0","74.0","USD","2024-10-20 00:00:00.000","50","2024-08-30 14:00:00.000","2024-10-20 00:00:00.000","2024-10-16"
"vvG1FZbC1g5Jbn","KovZpZAJdEeA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","494","610-898-SHOW (7469). Group Sales 610-898-7204. Military, Senior and Student Discounts are available at select shows.","Monday, Wednesday, and Friday 10am-4pm. The Box Office will be open three (3) hours prior to a performance. The Box Office will be open at Noon (12PM) on weekends prior to a performance.","American Express, Discover, MasterCard, and Visa. *We are a Cashless Facility, meaning we do not accept cash at our facilities.","Will Call opens two (2) hours prior to the show. You will need to have proper photo identification with your confirmation number.","49.5","199.5","124.5","USD","2024-10-20 00:00:00.000","99","2024-07-12 14:00:00.000","2024-10-20 01:00:00.000","2024-10-16"
"vvG1jZbumiiSdg","KovZ917A_fV","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ",,"To speak to a customer representative for the Fiserv Forum Ticket Office, call (414) 227-0511. Representatives are available Monday-Friday 9AM to 5:30PM. Alternatively, you can email at ticketing@bucks.com and a Ticket Office representative will get back to you within 1 business day. To book ADA seating for all events at Fiserv Forum, click the ADA icon on the event page on Ticketmaster.com. If you need further assistance with ADA Seating, please call Ticketmaster at 1-800-877-7575 to speak to an Accessible Seating Fan Support Specialist. For General Assistance with Ticketmaster tickets call 1-800-653-8000 to speak with Ticketmaster Customer Service","The Ticket Office is open on event days from 12:00pm (or 3 hours prior to event, whichever is earliest) until approximately 1 hour into the event, and on Saturdays from 12:00pm until 4:00pm. The Ticket Office is closed on non-event weekdays. The Ticket Office is located next to the main entrance to the arena, adjacent to the plaza (Vel R Phillips and Juneau). Any questions can be directed to our main line (414 227-0504 from 10AM-4PM.)",,"Orders placed through Ticketmaster have standard delivery options available, including mobile delivery, standard and UPS mail. Will Call pickup is available day of event only. Please bring valid, corresponding ID with you for collection. *Please note that Print-at-Home is not be available as a delivery option for this venue.","49.0","209.0","129.0","USD","2024-10-20 00:00:00.000","78","2024-08-02 15:00:00.000","2024-10-20 02:00:00.000","2024-10-16"
"vvG1zZb1XWJ0ia","KovZ917ACc7","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653",,,,,"53.5","78.5","66.0","USD","2024-10-20 00:00:00.000","150","2024-05-22 14:00:00.000","2024-10-20 02:00:00.000","2024-10-16"
"vvG1jZbuprWK9m","KovZ917AQBC","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","172","Contact The Sylvee box office for event information at (608) 709-8157","Box Office hours are Wednesday, Friday and Saturday from 10AM to 3PM and on all event days from 2 hours prior to showtime until the headlining act goes on stage.","The Box Office accepts MasterCard, Visa, Discover, and American Express payments. The venue is a cashless facility and will NOT accept cash or checks.","Available on the day of the show. Customer must have actual credit card, picture ID and order number.","29.5","84.5","57.0","USD","2024-10-20 00:30:00.000","113","2024-06-28 15:00:00.000","2024-10-20 01:30:00.000","2024-10-16"
"1kA8v-GaGA15wbz","KovZ917A3Y7","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653",,,,,"60.5","90.5","75.5","USD","2024-10-20 01:00:00.000","25","2024-09-24 13:00:00.000","2024-10-20 03:00:00.000","2024-10-16"
"17AYvOG62THFFFP","KovZpZA1e7EA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ",,"(702) 382-4388 (702) 382-1212","MONDAY thru SUNDAY 10AM to 5PM. EVENT DAY: 12:00 NOON - 10:00 PM","CASH ,MASTERCARD ,VISA","MAY BE PICKED UP STARTING TWO HOURS PRIOR TO THE EVENT ON DAY OF SHOW. MUST HAVE PHOTO I.D.","29.99","139.99","84.99000549316406","USD","2024-10-20 02:00:00.000","78","2024-08-02 17:00:00.000","2024-10-20 03:00:00.000","2024-10-16"
"1kk8v-kZGAuE76D","KovZpZAJaFeA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","257","Please visit Ticketmaster.com for event and ticketing information. For additional information please visit DesertDiamondArena.com.","Box Office opens 3 hours prior to show time for all events. Closed on non-event days.","Desert Diamond Arena is a Cashless venue. Please use Visa, Mastercard, Discover or American Express.","Desert Diamond Arena utilizes Digital Ticketing for all events. Ticket drop-off is not allowed.","44.5","224.5","134.5","USD","2024-10-20 02:00:00.000","43","2024-09-06 17:00:00.000","2024-10-20 04:00:00.000","2024-10-16"
"G5vzZb22JT40R","KovZpZAFFt1A","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653",,,,,"39.5","69.5","54.5","USD","2024-10-20 02:00:00.000","85","2024-07-26 16:00:00.000","2024-10-20 04:00:00.000","2024-10-16"
"1Av0Zb6GkSfdNUM","KovZpZAE617A","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","494","Northwest side of Footprint Center in the Pavilion.(602)379-7800 Suns Game Nights call (602)379-7867","The Footprint Center ticket office will be open at 3pm on weekday events and three (3) hours prior to event time for weekends. For any further questions or ticket inquiries, please reach out to feedback@suns.com or call the Footprint Center ticket office at (602) 379-7800.","The Footprint Center accepts the following methods of payment at the Box Office:VISA MASTERCARD DISCOVER AMERICAN EXPRESS CASH, PHX ARENA NO LONGER ACCEPTS CHECKS","The WILL CALL windows open two hours prior to events and are located on the Northwest side of the building in the Pavilion. WILL CALL PICK-UP: The Footprint Center requires that customers picking up WILL CALL tickets furnish the following: 1) PICTURE IDENTIFICATION THAT MATCHES THE PICK-UP NAME 2) CONFIRMATION NUMBER THAT MATCHES THE CUSTOMER ACCOUNT ALTERNATE WILL CALL PICK-UP: If another person, other than the person ordering and paying for the tickets, is picking up a WILL CALL order, the ALTERNATE PICK-UP name MUST be on the account. To get the alternate pick-up name noted on the account, the original purchaser MUST contact Ticketmaster at (1-800-745-3000), ask for customer service to verify account information and request alternate pick-up.","55.5","200.0","127.75","USD","2024-10-20 02:30:00.000","190","2024-04-12 17:00:00.000","2024-10-20 04:30:00.000","2024-10-16"
"G5eYZbuCuF8Y7","KovZpZAEdntA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","213-742-7340","Box office is located on North side of building at 11th and South Figueroa. Box office hours are 10am to 6pm, Monday through Saturday. It is open extended hours on event day. Phone: 213-742-7340 SUMMER HOURS Closed Saturdays and Sundays unless there is an event, the box office will open at 9am on Saturdays or 10am on Sundays only if there is an event. The box office will have extended hours on all event days.",,"Crypto.com Arena does not accept Will Call drop off. Alternate Will Call Procedure (Alternate Pick Up) If a person (other than the person ordering and paying for the tickets) is picking up a Will Call order, the Alternate Pick-Up's name MUST be on the account. To add the name of an alternate pick-up to the account, the original purchaser must contact Ticketmaster Customer Service at 1-800-745-3000, verify their account information and request the addition an alternate pick-up.","39.5","140.5","90.0","USD","2024-10-20 02:30:00.000","92","2024-07-19 17:00:00.000","2024-10-20 03:30:00.000","2024-10-16"
"G5vYZbC-F49wj","KovZpZAJ6lvA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653",,"Due to the ongoing global pandemic, and to protect the health and safety of our guests and venue staff members, the box office at Ace Of Spades will be open on-day-of-show only. If you’d like to purchase tickets, please visit us at www.livenation.com. If you’re looking to obtain a refund for a show that was either canceled, postponed or rescheduled, please visit us at www.livenation.com/refund for more information. We look forward to seeing you at our next show at Ace Of Spades.","Cash, VISA, Mastercard, AMX, Discover","Will call tickets can only be picked up at the venue Box Office on the night of the event. The original purchaser must bring their credit card and a valid form of identification in order to retrieve their tickets. Please note that will call tickets will not be distributed prior to the day of the event.","72.0","72.0","72.0","USD","2024-10-20 03:00:00.000","100","2024-07-11 17:00:00.000","2024-10-20 05:00:00.000","2024-10-16"
"vvG10ZbC57td60","KovZpZAJ6daA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653",,,,,"25.0","25.0","25.0","USD","2024-10-20 03:00:00.000","99","2024-07-12 17:00:00.000","2024-10-20 03:00:00.000","2024-10-16"
"vvG1HZb89xQ4jQ","KovZpZAFnltA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653",,,,,"30.0","30.0","30.0","USD","2024-10-20 03:00:00.000","64","2024-08-16 17:00:00.000","2024-10-20 03:00:00.000","2024-10-16"
"1AvfZboGklntgdg","KovZpZAadt7A","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","494","General Info 202.503.2330","Door time - 2:30am","Cash, Visa, MasterCard, American Express","Must have photo id","45.0","100.0","72.5","USD","2024-10-20 23:00:00.000","54","2024-08-27 22:00:00.000","2024-10-21 01:00:00.000","2024-10-16"
"vv17fZb8GkBmZozP","KovZpZAEAA1A","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","675","(216) 523-2583","Due to the ongoing global pandemic, and to protect the health and safety of our guests and venue staff members, the box office at House of Blues Cleveland will be open on-day-of-show only. If you would like to purchase tickets, please visit us at www.livenation.com. If you are looking to obtain a refund for a show that was either canceled, postponed or rescheduled, please visit us at www.livenation.com/refund for more information. We look forward to seeing you at our next show at House of Blues Cleveland.","Box office accepts CASH, VISA, MASTERCARD, AMERICAN EXPRESS, DISCOVER, DINER'S CLUB","Will Call tickets can be picked up at the Box Office, starting 1 hour prior to Door Time. Customer must present actual credit card, confirmation number, and photo ID.","30.0","30.0","30.0","USD","2024-10-20 23:00:00.000","65","2024-08-16 14:00:00.000","2024-10-21 00:00:00.000","2024-10-16"
"vvG1VZb2nH5NuQ","KovZpZAEkvlA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","(954) 449-1025","Tuesday: 11am-6pm Friday: 11am-6pm Show Days: 4pm-9pm","Cash, Visa, MasterCard and American Express","Will Call is located at the front entrance and will call hours vary (will call opens the same time as event doors open). Customer must present credit card used for the purchase, photo I.D., and Ticketmaster account confirmation number.","37.5","37.5","37.5","USD","2024-10-20 23:00:00.000","79","2024-08-02 14:00:00.000","2024-10-21 01:00:00.000","2024-10-16"
"vvG1zZb3nIUx3q","KovZ917AOz0","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","5694","404-577-8178","Monday-Friday; 11:00am-7:00pm. Open all evening until 2am on night of shows.","Cash, Visa, Mastercard",,"20.0","20.0","20.0","USD","2024-10-20 23:00:00.000","30","2024-09-20 14:00:00.000","2024-10-20 23:00:00.000","2024-10-16"
"G5eVZb1Bnm7Ul","KovZpZA7kdJA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","Main Venue Number 704-549-1292 Ticketmaster Customer Service 1-800-653-8000","The box office at Skyla Credit Union Amphitheatre is open on-day-of-show only starting at 2PM. If you'd like to purchase tickets, please visit us at www.livenation.com.","Cash, Visa, Mastercard, Discover & American Express","Located at the Box Office. Tickets can be picked up after they have been verified by Ticketmaster. PLEASE BRING A PICTURE ID, THE ACTUAL CREDIT CARD USED TO PURCHASE THE TICKETS, AND YOUR ORDER NUMBER.","30.0","59.5","44.75","USD","2024-10-21 00:00:00.000","151","2024-05-22 14:00:00.000","2024-10-21 02:00:00.000","2024-10-16"
"G5vVZbCl9FNS6","KovZpZAE6eFA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653",,"Due to the ongoing global pandemic, and to protect the health and safety of our guests and venue staff members, the box office at Toyota Presents Oakdale will be open on-day-of-show only.  If you’d like to purchase tickets, please visit us at www.livenation.com.  If you’re looking to obtain a refund for a show that was either canceled, postponed or rescheduled, please visit us at www.livenation.com/refund for more information.  We look forward to seeing you at our next show at Toyota Presents Oakdale.",,,"45.0","145.0","95.0","USD","2024-10-21 00:00:00.000","93","2024-07-19 14:00:00.000","2024-10-21 02:00:00.000","2024-10-16"
"vv178ZboGkU2Yenu","KovZpa2M7e","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","(312) 455-4500 (312) 455-4509 (TTY)","Monday-Friday, 11:00 a.m. until 6:00 p.m. Saturday, closed if no performance Sunday, closed if no performance *Hours subject to change depending on event schedules.","The United Center Box Office accepts Cash, Visa, MasterCard, American Express and Discover Card.","Tickets held at Will Call can be picked up beginning 90 minutes prior to the start of the actual event. E-TICKET /PRINT AT HOME & MOBILE TICKETING If you chose Print-at-Home as your delivery method, your tickets will be sent to the email address used at the time of purchase in the form of a .pdf and must be printed on paper in advance for entry. Print at Home tickets cannot scanned at the venue from a mobile device. Choosing mobile entry allows the convenience of using your smartphone as your game ticket. You no longer need to bring your physical tickets to the game. This includes season tickets and single game tickets purchased online or forwarded by email through authorized outlets including Chicagoblackhawks.com, Chicagobulls.com, ClickTix, Ticketmaster.com or other United Center approved outlets. Mobile entry requires a valid QR code.","44.95","244.95","144.9499969482422","USD","2024-10-21 00:00:00.000","32","2024-09-18 15:00:00.000","2024-10-20 23:00:00.000","2024-10-16"
